ORF,YPD rep1 fitness,YPD rep1 Q-value,YPD rep2 fitness,YPD rep2 Q-value,YPG fitness,YPG Q-value,YPE fitness,YPE Q-value,SC fitness,SC Q-value,OAK fitness,OAK Q-value,ETH fitness,ETH Q-value,Gene.primaryIdentifier,Gene.symbol,Gene.name,Gene.functionSummary,Gene.phenotypeSummary,Gene.briefDescription,Gene.description,Gene.length,Gene.chromosomeLocation.start,Gene.chromosomeLocation.end,Gene.chromosome.primaryIdentifier,GO.Slim
YPL200W,0.9987,0.51542,0.9993,0.45401,1.0003,0.3883,1.0159,0.14764,1.0031,0.31803,1.0439,0.16267,1.0138,0.03716,S000006121,CSM4,Chromosome Segregation in Meiosis,,,Protein required for accurate chromosome segregation during meiosis,"Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog, MPS2, that arose from the whole genome duplication",471,171484,171954,chrXVI,molecular function unknown
YPL201C,1.0029,0.48464,0.9985,0.42223,0.9512,0,1.0129,0.19971,1.0038,0.29115,1.0516,0.10952,1.0089,0.12254,S000006122,YIG1,Yeast protein Interacting with Glycerol 3-phosphatase,,,Protein that interacts with glycerol 3-phosphatase,Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol,1386,169770,171155,chrXVI,molecular function unknown
YPL202C,0.8848,0,0.899,0,0.9715,0.00223,1.1058,0,0.988,0.04036,0.7672,0,0.928,0,S000006123,AFT2,Activator of Fe (iron) Transcription,Sequence-specific DNA binding transcription factor that regulates cellular iron homeostasis and oxidative stress response; localizes to both nucleus and mitochondria|uniprot_proteome=UP000002311,,Iron-regulated transcriptional activator,"Iron-regulated transcriptional activator; activates genes involved in intracellular iron use and required for iron homeostasis and resistance to oxidative stress; AFT2 has a paralog, AFT1, that arose from the whole genome duplication",1251,168088,169338,chrXVI,DNA binding;nucleic acid binding transcription factor activity
YPL203W,1.0122,0.26625,1.0247,2.00E-05,1.0138,0.09401,1.0902,0,1.0087,0.10776,1.0195,0.37611,1.0242,0.00059,S000006124,TPK2,Takashi's Protein Kinase,cAMP-dependent protein kinase involved in signaling and invasive growth in response to glucose limitation; localizes to both nucleus and cytosol|uniprot_proteome=UP000002311,Non-essential gene; null mutation decreases filamentous growth and prevents invasive growth in Sigma1278b; overexpression causes slow growth and abnormalities in actin cytoskeleton and nuclear morphology; in systematic studies null mutation results in vacuolar fragmentation,cAMP-dependent protein kinase catalytic subunit,cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; partially redundant with Tpk1p and Tpk3p; localizes to P-bodies during stationary phase; relocalizes to the cytosol in response to hypoxia,1143,166256,167398,chrXVI,kinase activity;transferase activity
YPL205C,0.8884,0,0.9075,0,0.9092,0,0.9742,0.04161,0.9431,0,0.9958,0.50104,0.9173,0,S000006126,,,,,Hypothetical protein,Hypothetical protein; deletion of locus affects telomere length,345,163922,164266,chrXVI,molecular function unknown
YPL206C,1.0176,0.14821,1.0143,0.01497,1.0311,0.0009,1.0452,0.00067,1.0119,0.042,1.0477,0.13456,1.0251,0.00035,S000006127,PGC1,Phosphatidyl Glycerol phospholipase C,,,Phosphatidylglycerol phospholipase C,Phosphatidylglycerol phospholipase C; regulates phosphatidylglycerol (PG) accumulation via a phospholipase C-type degradation mechanism; PG levels affect mitochondrial function; contains glycerophosphodiester phosphodiesterase motifs,966,162632,163597,chrXVI,hydrolase activity
YPL207W,1.0045,0.45037,1.0125,0.03167,1.0249,0.00694,1.0328,0.01228,1.0053,0.22838,0.9806,0.37735,1.0108,0.08192,S000006128,TYW1,Trna-YW synthesizing protein,,,Iron-sulfer protein required for synthesis of Wybutosine modified tRNA,Iron-sulfer protein required for synthesis of Wybutosine modified tRNA; Wybutosine is a modified guanosine found at the 3'-position adjacent to the anticodon of phenylalanine tRNA which supports reading frame maintenance by stabilizing codon-anticodon interactions; induction by Yap5p in response to iron provides protection from high iron toxicity; overexpression results in increased cellular iron,2433,159909,162341,chrXVI,molecular function unknown
YPL212C,0.9821,0.14335,0.9746,1.00E-05,0.9463,0,0.9155,0,0.9653,0,0.8172,0,0.9512,0,S000006133,PUS1,PseudoUridine Synthase,,,tRNA:pseudouridine synthase,"tRNA:pseudouridine synthase; introduces pseudouridines at positions 26-28, 34-36, 65, and 67 of tRNA; also acts on U2 snRNA; also pseudouridylates some mRNAs, and pseudouridylation level varies with growth phase; nuclear protein that appears to be involved in tRNA export; PUS1 has a paralog, PUS2, that arose from the whole genome duplication",1635,151515,153149,chrXVI,RNA binding;isomerase activity;mRNA binding
YPL213W,0.7873,0,0.7324,0,0.8204,0,0.7157,0,0.6964,0,0.6246,0,0.8194,0,S000006134,LEA1,Looks Exceptionally like U2A,,,Component of U2 snRNP complex,Component of U2 snRNP complex; disruption causes reduced U2 snRNP levels; physically interacts with Msl1p; putative homolog of human U2A' snRNP protein,717,150614,151330,chrXVI,molecular function unknown
YPL214C,0.9835,0.17251,0.9817,0.00185,1.0118,0.12906,1.0101,0.24974,0.9755,6.00E-05,1.0264,0.31226,1.0072,0.17003,S000006135,THI6,THIamine biosynthesis,,,Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase,Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase; required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern,1623,148569,150191,chrXVI,kinase activity;transferase activity
YPL215W,0.9708,0.01881,0.9574,0,0.6606,0,0.6196,0,0.9669,0,0.8515,0,0.9232,0,S000006136,CBP3,Cytochrome B mRNA Processing,Mitochondrial ribosome binding protein; component of the Cbp3p-Cbp6p complex involved in mitochondrial cytochrome bc(1) complex assembly and mitochondrial translation|uniprot_proteome=UP000002311,,Mitochondrial protein required for assembly of cytochrome bc1 complex,"Mitochondrial protein required for assembly of cytochrome bc1 complex; forms a complex with Cbp6p that binds to mt ribosomes near the polypeptide tunnel exit and promotes efficient translation of the COB mRNA; Cbp3p-Cbp6p complex also interacts with newly synthesized cytochrome b (Cobp) and Cbp4p to promote assembly of Cobp into the cytochrome bc1 complex; Cbp3p-Cbp6p complex is sequestered if assembly of Complex III is blocked, downregulating COB mRNA translation",1008,147416,148423,chrXVI,other
YPL216W,1.0046,0.44739,1.0045,0.28117,1.0213,0.01903,1.0253,0.04541,1.0023,0.34774,1.0514,0.11045,1.0159,0.01935,S000006137,,,Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311,,Putative protein of unknown function,"Putative protein of unknown function; not an essential gene; YPL216W has a paralog, ITC1, that arose from the whole genome duplication",3309,143821,147129,chrXVI,molecular function unknown
YPL219W,1.0292,0.01916,1.0068,0.183,1.0038,0.31028,1.0253,0.04514,1.0069,0.16726,1.034,0.2433,1.0149,0.02682,S000006140,PCL8,Pho85 CycLin,,,Cyclin,"Cyclin; interacts with Pho85p cyclin-dependent kinase (Cdk) to phosphorylate and regulate glycogen synthase, also activates Pho85p for Glc8p phosphorylation; PCL8 has a paralog, PCL10, that arose from the whole genome duplication",1479,136750,138228,chrXVI,enzyme regulator activity
YPL220W,0.995,0.43749,0.9955,0.28576,0.9987,0.36912,1.0053,0.33835,0.9993,0.40991,0.8254,0,1.0025,0.31761,S000006141,RPL1A,Ribosomal Protein of the Large subunit,Subunit of the cytosolic large ribosomal subunit; involved in translation|uniprot_proteome=UP000002311,,Ribosomal 60S subunit protein L1A,"Ribosomal 60S subunit protein L1A; N-terminally acetylated; homologous to mammalian ribosomal protein L10A and bacterial L1; RPL1A has a paralog, RPL1B, that arose from the whole genome duplication; rpl1a rpl1b double null mutation is lethal",654,135790,136443,chrXVI,structural constituent of ribosome;structural molecule activity
YPL221W,0.9981,0.50392,1.0094,0.09169,1.0243,0.00844,1.0356,0.0069,1.0073,0.15447,1.0225,0.34818,1.0242,0.00057,S000006142,FLC1,FLavin Carrier,,,Flavin adenine dinucleotide transporter,"Flavin adenine dinucleotide transporter; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance; FLC1 has a paralog, FLC3, that arose from the whole genome duplication",2382,133043,135424,chrXVI,transmembrane transporter activity
YPL222W,0.9974,0.49154,1.0042,0.29617,0.9966,0.31794,1.0074,0.29952,1.0069,0.16632,1.0147,0.41604,1.013,0.04663,S000006143,FMP40,Found in Mitochondrial Proteome,Protein whose biological role is unknown; localizes to the mitochondrion in multiple large-scale studies|uniprot_proteome=UP000002311,,Putative protein of unknown function,"Putative protein of unknown function; proposed to be involved in responding to environmental stresses; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",2067,130162,132228,chrXVI,molecular function unknown
YPL223C,0.9868,0.24507,0.9957,0.29123,1.0044,0.29762,0.9871,0.20021,0.9967,0.31056,0.9619,0.20711,1.0022,0.32774,S000006144,GRE1,Genes de Respuesta a Estres (spanish for stress responsive genes),Protein whose biological role is unknown; localizes to the cytoplasm in different large-scale studies|uniprot_proteome=UP000002311,,Hydrophilin essential in desiccation-rehydration process,"Hydrophilin essential in desiccation-rehydration process; stress induced (osmotic, ionic, oxidative, heat shock and heavy metals); regulated by the HOG pathway; GRE1 has a paralog, SIP18, that arose from the whole genome duplication",507,128632,129138,chrXVI,molecular function unknown
YPL224C,0.9879,0.26867,0.9977,0.38525,0.9813,0.03555,0.969,0.01718,0.9945,0.21955,1.0129,0.43277,0.972,7.00E-05,S000006145,MMT2,Mitochondrial Metal Transporter,,,Putative metal transporter involved in mitochondrial iron accumulation,"Putative metal transporter involved in mitochondrial iron accumulation; MMT2 has a paralog, MMT1, that arose from the whole genome duplication",1455,126634,128088,chrXVI,molecular function unknown
YPL225W,0.9876,0.26161,0.9898,0.07125,0.9799,0.02576,0.9973,0.38812,0.9682,0,0.8091,0,0.9996,0.38108,S000006146,,,Protein whose biological role is unknown; localizes to the cytoplasm and colocalizes with ribosomes in multiple large-scale studies|uniprot_proteome=UP000002311,,Protein of unknown function,"Protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; protein abundance increases in response to DNA replication stress",441,126006,126446,chrXVI,molecular function unknown
YPL226W,0.9396,0,0.9393,0,0.9378,0,0.9897,0.24663,0.9304,0,0.4246,0,0.9818,0.00853,S000006147,NEW1,Nu+,,,ATP binding cassette protein,ATP binding cassette protein; cosediments with polysomes and is required for biogenesis of the small ribosomal subunit; Asn/Gln-rich rich region supports [NU+] prion formation and susceptibility to [PSI+] prion induction,3591,121767,125357,chrXVI,ATPase activity;RNA binding;hydrolase activity;mRNA binding
YPL227C,0.9765,0.06008,0.9787,0.00028,1.0102,0.1612,1.0387,0.00341,0.958,0,0.8112,0,0.9284,0,S000006148,ALG5,Asparagine-Linked Glycosylation,,"Non-essential gene; null mutant displays heat sensitivity and under-glycosylation of secreted proteins; in large-scale studies, null mutant shows reduced competitive fitness and desiccation resistance, rounded cell shape, and altered resistance to a variety of chemicals",UDP-glucose:dolichyl-phosphate glucosyltransferase,UDP-glucose:dolichyl-phosphate glucosyltransferase; involved in asparagine-linked glycosylation in the endoplasmic reticulum; human ortholog ALG5 can partially complement yeast alg5 mutant,1005,120163,121167,chrXVI,"transferase activity;transferase activity, transferring glycosyl groups"
YPL229W,0.9986,0.51434,1.0107,0.06168,1.0103,0.15906,1.0121,0.21264,0.9979,0.35546,1.0014,0.52061,1.0175,0.01085,S000006150,,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study|uniprot_proteome=UP000002311,,Putative protein of unknown function,"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; not an essential gene; YPL229W has a paralog, YMR181C, that arose from the whole genome duplication",621,117067,117687,chrXVI,molecular function unknown
YPL230W,0.9981,0.50392,1.0004,0.4628,0.8746,0,0.9041,0,0.9724,1.00E-05,0.9622,0.21034,0.9946,0.22427,S000006151,USV1,Up in StarVation,,,Putative transcription factor containing a C2H2 zinc finger,"Putative transcription factor containing a C2H2 zinc finger; mutation affects transcriptional regulation of genes involved in growth on non-fermentable carbon sources, response to salt stress and cell wall biosynthesis; USV1 has a paralog, RGM1, that arose from the whole genome duplication",1176,115312,116487,chrXVI,DNA binding
YPL232W,1.0075,0.38288,1.0011,0.43822,1.0034,0.31954,1.0197,0.09711,0.9902,0.08071,1.0231,0.3427,1.0083,0.13994,S000006153,SSO1,Supressor of Sec One,,,Plasma membrane t-SNARE,"Plasma membrane t-SNARE; involved in fusion of secretory vesicles at the plasma membrane and in vesicle fusion during sporulation; forms a complex with Sec9p that binds v-SNARE Snc2p; syntaxin homolog; functionally redundant with Sso2p; SSO1 has a paralog, SSO2, that arose from the whole genome duplication",873,107275,108147,chrXVI,ion binding;lipid binding
YPL234C,0.7646,0,0.8298,0,0.6062,0,0.5724,0,0.6677,0,0.4544,0,0.4842,0,S000006155,VMA11,Vacuolar Membrane Atpase,,,Vacuolar ATPase V0 domain subunit c',Vacuolar ATPase V0 domain subunit c'; involved in proton transport activity; hydrophobic integral membrane protein (proteolipid) containing four transmembrane segments; N and C termini are in the vacuolar lumen,495,104946,105440,chrXVI,ATPase activity;hydrolase activity;transmembrane transporter activity
YPL236C,1.0217,0.08179,1.0168,0.00415,1.0233,0.01121,1.0249,0.0479,1.0185,0.00231,1.041,0.18513,1.0035,0.2847,S000006157,ENV7,late ENdosome and Vacuole interface function,,,Vacuolar membrane protein kinase,Vacuolar membrane protein kinase; negatively regulates membrane fusion; associates with vacuolar membrane through palmitoylation of one or more cysteines in consensus sequence; vacuolar membrane association is essential to its kinase activity; mutant shows defect in CPY processing; ortholog of human serine/threonine kinase 16 (STK16),1095,101608,102702,chrXVI,kinase activity;transferase activity
YPL239W,0.8727,0,0.891,0,0.9175,0,0.9654,0.00851,0.8516,0,0.9971,0.50954,0.8374,0,S000006160,YAR1,Yeast Ankyrin Repeat,,,"Ankyrin-repeat containing, nucleocytoplasmic shuttling chaperone","Ankyrin-repeat containing, nucleocytoplasmic shuttling chaperone; prevents aggregation of Rps3p in the cytoplasm, associates with nascent Rps3p during its translation in the cytoplasm and delivers it to the 90S in the nucleus; required for 40S ribosomal subunit export, biogenesis and adaptation to osmotic and oxidative stress; expression repressed by heat shock",603,99484,100086,chrXVI,unfolded protein binding
